id,tweet,airline_name,airline_sentiment
681455572,@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons,Southwest,negative
681455573,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",Southwest,neutral
681455576,@SouthwestAir please please please http://t.co/xiJiFYmvqP,Southwest,neutral
681455577,"@SouthwestAir Yes, but I like need my luggage before tomorrow morning",Southwest,negative
681455579,"@SouthwestAir doesn't care nor does SNA agent Jacquie Plitt, rude gal bad attitude! had 2 fly @USAirways 2 CABO thx http://t.co/VbUxfPCKfa",Southwest,negative
681455580,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",Southwest,positive
681455582,@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,Southwest,neutral
681455583,@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?,Southwest,neutral
681455584,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,Southwest,positive
681455585,@SouthwestAir how many are left?!,Southwest,neutral
681455586,@southwestAir SWA agent Jacquie Plitt @Orangecounty SNA rudely tells me You're not going 2 CABO today or manana back 2 PHX flew @USAirways,Southwest,negative
681455587,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",Southwest,positive
681455588,@SouthwestAir thanks for losing my luggage,Southwest,negative
681455590,@SouthwestAir I'm on the 110 lol has anyone arrived yet??,Southwest,neutral
681455593,@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,Southwest,negative
681455594,@SouthwestAir I cannot DM you as you do not follow me.,Southwest,neutral
681455595,@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa,Southwest,negative
681455596,@SouthwestAir it's pretty stupid and I probably won't fly it again. Plus hearing nightmare stories of overbooked flights.,Southwest,negative
681455597,@SouthwestAir I'm 30 mins out WAIT FOR ME,Southwest,neutral
681455600,@SouthwestAir  over 15 minutes without talking to a human at what point would you recommend I call @AmericanAir http://t.co/ysqbVq6Mgb,Southwest,negative
681455603,@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?,Southwest,negative
681455604,@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock__Û_,Southwest,positive
681455605,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,Southwest,positive
681455607,@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,Southwest,positive
681455608,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,Southwest,positive
681455609,@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks,Southwest,positive
681455611,"@SouthwestAir Was going for the weekend for friend's birthday, so no point in reFlight Booking Problems.",Southwest,negative
681455612,@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,Southwest,negative
681455616,@SouthwestAir yes but not with out an attitude and nasty comment,Southwest,negative
681455617,"@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange",Southwest,positive
681455618,"@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?",Southwest,neutral
681455619,"@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney",Southwest,negative
681455620,@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,Southwest,neutral
681455621,"@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on...",Southwest,negative
681455624,"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?",Southwest,neutral
681455625,@SouthwestAir  I am following you now.,Southwest,neutral
681455626,@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com,Southwest,neutral
681455628,"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",Southwest,positive
681455630,@SouthwestAir again another ride SW employee that printed out boarding passes. Deficiency in training obviously,Southwest,negative
681455631,@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,Southwest,positive
681455632,@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign,Southwest,negative
681455633,@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,Southwest,positive
681455637,@SouthwestAir did you Cancelled Flight ALL flights into BNA today??? #needtogethome,Southwest,negative
681455639,@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,Southwest,negative
681455640,"@SouthwestAir Please explain to reps, ignoring a technical issue and passing the buck is not a good business model. Lucky limited to 140",Southwest,negative
681455641,"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off.",Southwest,negative
681455647,.@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,Southwest,neutral
681455648,@SouthwestAir will do. Thank you.,Southwest,neutral
681455649,@SouthwestAir If there are any Imagine Dragons tickets left for tomorrow at,Southwest,neutral
681455653,@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again.,Southwest,negative
681455654,@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,Southwest,negative
681455655,@SouthwestAir delay is understandable but look at the time of the the flight and boarding time. Weird!,Southwest,negative
681455656,@SouthwestAir  I will dm you now,Southwest,neutral
681455658,@SouthwestAir very frustrated. Bought early bird at 6:30am on day tickets were released and got mid-B ticket. Spend $50 for nothing,Southwest,negative
681455660,@SouthwestAir Maybe it is just a machine...,Southwest,neutral
681455661,"@SouthwestAir so, when your plane doesn't work the luxuries I paid for go away but you keep my money? I need that biz model.",Southwest,negative
681455662,@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation,Southwest,negative
681455664,@SouthwestAir that's awesome! Love flying SWA!,Southwest,positive
681455666,@SouthwestAir thanks for the info and the quick response!,Southwest,positive
681455667,@SouthwestAir shhhh i don't want something else to steal our deal,Southwest,positive
