id,tweet,airline_name,airline_sentiment
681454795,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,Southwest,negative
681454796,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys __”__σ_,Southwest,negative
681454798,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.,Southwest,negative
681454799,.@SouthwestAir Thx for the follow up. Just sent DM,Southwest,positive
681454800,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted,Southwest,negative
681454802,@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.,Southwest,negative
681454803,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.,Southwest,negative
681454805,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",Southwest,positive
681454806,@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest,Southwest,negative
681454807,"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040",Southwest,negative
681454808,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.,Southwest,negative
681454809,@SouthwestAir thanks! Very excited to see it :D,Southwest,positive
681454810,".@SouthwestAir glad you appreciate it, it_†_ll be the last dollar you ever get from me thanks to your wretched customer service",Southwest,negative
681454811,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink __σ,Southwest,negative
681454812,"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow",Southwest,neutral
681454813,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,Southwest,positive
681454815,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,Southwest,neutral
681454816,@SouthwestAir may I have my Companion pass please.,Southwest,neutral
681454817,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",Southwest,positive
681454819,@SouthwestAir All good... beers and #oscars2015 ar #DIA,Southwest,positive
681454821,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,Southwest,negative
681454822,@SouthwestAir luv my companion pass!,Southwest,positive
681454823,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,Southwest,neutral
681454824,@SouthwestAir it's ok I was supposed to be in California 5hrs ago,Southwest,negative
681454825,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",Southwest,negative
681454826,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,Southwest,negative
681454828,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",Southwest,negative
681454829,@SouthwestAir thank you!!,Southwest,positive
681454831,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,Southwest,negative
681454832,@SouthwestAir how do I get a companion pass,Southwest,neutral
681454834,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,Southwest,neutral
681454835,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",Southwest,negative
681454836,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??,Southwest,neutral
681454837,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,Southwest,negative
681454838,@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.,Southwest,negative
681454839,@SouthwestAir after an hour and a half then it came back damaged. Not happy __σ£,Southwest,negative
681454840,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,Southwest,neutral
681454841,@SouthwestAir why does the customer service have rather inconsistent information,Southwest,negative
681454842,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,Southwest,positive
681454843,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,Southwest,negative
681454844,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,Southwest,negative
681454845,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.",Southwest,negative
681454846,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,Southwest,negative
681454847,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,Southwest,positive
681454849,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,Southwest,neutral
681454850,"@SouthwestAir no you are not, you just care about mighty dollar.",Southwest,negative
681454852,@SouthwestAir  how do you get one?,Southwest,neutral
681454853,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,Southwest,neutral
681454855,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,Southwest,positive
681454856,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",Southwest,negative
681454857,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,Southwest,neutral
681454859,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,Southwest,positive
681454861,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,Southwest,negative
681454862,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,Southwest,positive
681454863,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",Southwest,negative
681454864,@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire,Southwest,negative
681454865,@SouthwestAir yes please.my son lives in NJ.,Southwest,neutral
681454867,@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK,Southwest,positive
681454868,"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",Southwest,negative
681454869,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,Southwest,negative
681454870,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,Southwest,positive
681454873,@SouthwestAir YES please....How do we get that companion pass?,Southwest,positive
681454874,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,Southwest,negative
681454875,@SouthwestAir gimme,Southwest,neutral
681454877,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,Southwest,negative
681454878,@SouthwestAir is service to Aruba being permanently discontinued in August?,Southwest,neutral
681454880,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,Southwest,positive
681454883,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend __σ•,Southwest,neutral
681454888,@SouthwestAir I would love a +1 #RedCarpet  treatment,Southwest,neutral
681454889,@SouthwestAir how do I get my companion pass?,Southwest,neutral
681454890,@SouthwestAir Tell me the secrets to flying high #RedCarpet,Southwest,neutral
681454893,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,Southwest,positive
681454894,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,Southwest,positive
681454896,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,Southwest,positive
681454897,@SouthwestAir ...and how does one obtain this companion pass?,Southwest,neutral
681454899,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,Southwest,neutral
681454900,@SouthwestAir sign me up!,Southwest,positive
681454902,@SouthwestAir wifi is the worst $8 investment I have ever made.,Southwest,negative
681454903,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,Southwest,neutral
681454904,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,Southwest,negative
681454906,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",Southwest,neutral
681454907,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,Southwest,negative
681454908,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,Southwest,negative
681454909,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",Southwest,negative
681454910,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,Southwest,negative
681454911,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,Southwest,negative
681454912,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,Southwest,negative
681454913,@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,Southwest,negative
681454915,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",Southwest,negative
681454920,@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,Southwest,neutral
681454921,@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,Southwest,negative
681454922,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,Southwest,positive
681454923,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter __β,Southwest,positive
681454925,@SouthwestAir Two delayed flights in a row. Neither one of them explained,Southwest,negative
681454926,@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,Southwest,negative
681454927,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,Southwest,negative
681454928,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,Southwest,positive
681454929,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",Southwest,neutral
681454930,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,Southwest,neutral
681454931,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,Southwest,negative
681454932,@SouthwestAir your wifi is angering me with its slowness,Southwest,negative
681454934,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,Southwest,negative
681454935,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! __σ_",Southwest,positive
681454936,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",Southwest,negative
681454937,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",Southwest,negative
681454939,@SouthwestAir if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue,Southwest,negative
681454940,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,Southwest,neutral
681454941,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! __β__β__β,Southwest,positive
681454942,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,Southwest,negative
681454944,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",Southwest,negative
681454945,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,Southwest,negative
681454946,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",Southwest,negative
681454947,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",Southwest,negative
681454949,@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,Southwest,negative
681454950,@SouthwestAir done,Southwest,neutral
681454953,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,Southwest,positive
681454954,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,Southwest,negative
681454956,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,Southwest,negative
681454958,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,Southwest,negative
681454959,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,Southwest,negative
681454960,@SouthwestAir My Fav!!!!,Southwest,positive
681454961,@SouthwestAir our flight is delayed till tomorrow curse the weather,Southwest,negative
681454966,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",Southwest,negative
681454968,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,Southwest,neutral
681454970,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,Southwest,positive
681454971,@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs),Southwest,negative
681454972,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,Southwest,negative
681454975,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,Southwest,positive
681454981,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,Southwest,negative
681454983,@SouthwestAir think you have great people working for you.,Southwest,positive
681454984,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport,Southwest,positive
681454987,@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,Southwest,negative
681454989,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,Southwest,negative
681454991,@SouthwestAir safety back in Dallas!,Southwest,neutral
681454992,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,Southwest,negative
681454993,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons __σ_,Southwest,positive
681454995,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",Southwest,negative
681454996,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",Southwest,negative
681454997,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI",Southwest,negative
681454998,"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",Southwest,negative
681454999,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,Southwest,negative
681455001,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,Southwest,negative
681455003,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,Southwest,negative
681455005,"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",Southwest,negative
681455006,@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,Southwest,neutral
681455008,@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you.,Southwest,positive
681455009,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,Southwest,negative
681455010,@SouthwestAir,Southwest,positive
681455011,"@SouthwestAir Also, will Southwest have any other specials like the one they are running now?",Southwest,neutral
681455012,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.,Southwest,positive
681455013,@SouthwestAir will the Daytona 500 be available on free TV?,Southwest,neutral
681455014,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!,Southwest,neutral
681455015,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,Southwest,negative
681455016,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",Southwest,negative
681455017,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.,Southwest,negative
681455018,@SouthwestAir I will say that your customer service has consistently been the very best!!!,Southwest,positive
681455020,@SouthwestAir need to Cancelled Flight a few more can you please check DM,Southwest,neutral
681455021,"@SouthwestAir @AARP @JimCramer 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL",Southwest,negative
681455022,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!",Southwest,positive
681455023,@SouthwestAir when are you starting routes to #Hawaii and #Canada?,Southwest,neutral
681455025,@SouthwestAir I was never able to talk so someone so had to buy another new ticket. Will be calling shortly for refund.,Southwest,negative
681455026,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep,Southwest,negative
681455027,@SouthwestAir @AmericanAir y'all are better then @united,Southwest,positive
681455028,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",Southwest,negative
681455030,@SouthwestAir What is the best credit card to use/open to get miles with y'all?,Southwest,neutral
681455032,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,Southwest,negative
681455033,@SouthwestAir plane switch on 636 meant A= back of plane #disappointed,Southwest,negative
681455034,@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing,Southwest,negative
681455035,@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..,Southwest,negative
681455037,@SouthwestAir can you help,Southwest,neutral
681455038,@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info,Southwest,negative
681455039,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?""",Southwest,negative
681455040,@SouthwestAir I start a new job tomorrow &amp; you Cancelled Flight my flight (1629 BWI-LAX) and you really can't get me on another flight today ?!,Southwest,negative
681455041,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,Southwest,negative
681455043,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,Southwest,neutral
681455044,@SouthwestAir you have open seats on flight 4001 pvd to MCO @ 1215pm today?,Southwest,neutral
681455045,@SouthwestAir you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP,Southwest,negative
681455046,@SouthwestAir 2 hours on hold for customer service never us SW again,Southwest,negative
681455047,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!,Southwest,positive
681455048,@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?,Southwest,neutral
681455049,@SouthwestAir I've DM'd you. Thanks!,Southwest,positive
681455050,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ",Southwest,positive
681455053,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,Southwest,negative
681455055,@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,Southwest,positive
681455056,@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent,Southwest,negative
681455057,@SouthwestAir #flight #Cancelled Flightled...tried to get refund but on hold. Can I get it after my flight would have departed?,Southwest,negative
681455059,@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up ___«__σ,Southwest,negative
681455060,@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks,Southwest,negative
681455062,"@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv",Southwest,negative
681455063,"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua",Southwest,negative
681455065,@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!,Southwest,positive
681455066,@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?,Southwest,negative
681455067,@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline,Southwest,negative
681455069,@SouthwestAir been on hold for 1.5 hrs. What's up?,Southwest,negative
681455070,@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,Southwest,neutral
681455071,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,Southwest,negative
681455072,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,Southwest,negative
681455073,@SouthwestAir better travel photos:,Southwest,neutral
681455074,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help,Southwest,negative
681455075,"@SouthwestAir that's gotta be a new record: 4 hrs in the air, 11 hrs waiting and 0 bags delivered to destination.",Southwest,negative
681455076,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,Southwest,positive
681455077,@SouthwestAir yall have me sleeping in the airport until 4pm tomorrow! thanks,Southwest,negative
681455078,@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW,Southwest,negative
681455079,@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious,Southwest,negative
681455080,@SouthwestAir Southwest Airline is THE way to go!,Southwest,positive
681455081,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,Southwest,negative
681455082,"@SouthwestAir Flight Cancelled Flighted, two hours on hold. Then it just hangs up! A little help here? -thx",Southwest,negative
681455083,@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.,Southwest,negative
681455084,@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.,Southwest,negative
681455086,"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",Southwest,negative
681455087,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated,Southwest,negative
681455088,@SouthwestAir thanks for getting me home from Denver tonight despite the snow!,Southwest,positive
681455089,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,Southwest,negative
681455090,"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...",Southwest,negative
681455091,@SouthwestAir are you hiring for flight attendants right now,Southwest,neutral
681455092,@SouthwestAir never lets me down!!!,Southwest,positive
681455093,@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup,Southwest,negative
681455094,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!,Southwest,negative
681455095,@SouthwestAir DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!__«___«_,Southwest,positive
681455097,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,Southwest,positive
681455098,"@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits...",Southwest,negative
681455099,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,Southwest,negative
681455100,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ___δι,Southwest,neutral
681455101,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight",Southwest,negative
681455102,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again.",Southwest,negative
681455103,@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???,Southwest,negative
681455104,"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!",Southwest,positive
681455105,"@SouthwestAir flight to BOS Cancelled Flightled, no flights till TUESDAY, spent $1000 to get a flight through another airline + $170 for hotel. Refund",Southwest,negative
681455106,"@SouthwestAir Flight was Cancelled Flighted, I've been on hold for 50 minutes with no human interaction. I wanna get away.",Southwest,negative
681455107,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,Southwest,negative
681455108,@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?,Southwest,negative
681455109,@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous,Southwest,negative
681455110,@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,Southwest,neutral
681455111,"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done",Southwest,negative
681455113,@SouthwestAir your phone lines suck. I have a dilemma.,Southwest,negative
681455114,@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,Southwest,negative
681455116,"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it",Southwest,negative
681455117,@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.,Southwest,negative
681455118,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,Southwest,negative
681455119,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!,Southwest,positive
681455121,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,Southwest,negative
681455124,@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.,Southwest,negative
681455125,"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!",Southwest,negative
681455127,@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,Southwest,negative
681455128,@SouthwestAir I am just wondering when are you going to open up fares for November?,Southwest,neutral
681455129,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,Southwest,neutral
681455131,"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail",Southwest,negative
681455132,@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise,Southwest,positive
681455134,@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious,Southwest,negative
681455136,@SouthwestAir sending now via dm,Southwest,neutral
